id;mlu;style;tempo;performer;feel;barsspan;startbar;startbeat;endbar;endbeat;notes;beats;rhythm;subrhythm
340_25;lick;FREE;UP;Ornette Coleman;SWING;7;225;1;231;1;9;6;2,2,1,1,2,1;11,11,1,1,1001,1
340_26;lick;FREE;UP;Ornette Coleman;SWING;7;233;1;239;1;7;5;1,1,2,2,1;1,1,1001,100001,1
340_27;lick;FREE;UP;Ornette Coleman;SWING;5;240;1;244;1;6;5;2,1,1,1,1;1100,1,1,1,01
340_28;lick;FREE;UP;Ornette Coleman;SWING;7;249;1;255;1;12;6;1,2,4,1,1,3;0001,11,11011,01,1,1011
340_29;lick;FREE;UP;Ornette Coleman;SWING;12;258;1;269;1;21;11;1,2,1,2,1,1,2,2,3,2,4;01,1001,01,11,01,1,11,11,1011,011,1000000111
340_30;lick;FREE;UP;Ornette Coleman;SWING;4;272;1;275;1;7;4;3,1,1,2;000111,1,01,11
340_31;lick;FREE;UP;Ornette Coleman;SWING;15;280;1;294;1;20;12;2,3,1,2,2,1,2,2,1,1,1,2;11,1101,01,11,11,01,11,11,01,000001,1,11
340_32;lick;FREE;UP;Ornette Coleman;SWING;5;297;1;301;1;6;3;2,2,2;0011,11,11
340_33;lick;FREE;UP;Ornette Coleman;SWING;13;306;1;318;1;19;13;1,2,2,1,2,1,2,1,1,1,2,2,1;01,11,1001,01,1001,1,11,0001,01,01,1001,1001,01
340_34;lick;FREE;UP;Ornette Coleman;SWING;2;323;1;324;1;4;2;3,1;00111,01
340_35;lick;FREE;UP;Ornette Coleman;SWING;7;328;1;334;1;13;7;2,2,2,2,2,1,2;0011,11,11,11,11,1,11
340_36;lick;FREE;UP;Ornette Coleman;SWING;8;335;1;342;1;8;7;1,1,1,1,1,2,1;01,01,1,1,1,1001,01
340_37;expressive;FREE;UP;Ornette Coleman;SWING;7;347;1;353;1;8;4;1,3,3,1;0001,1110,111,1
340_38;expressive;FREE;UP;Ornette Coleman;SWING;6;357;1;362;1;7;5;1,2,2,1,1;01,11,11,1,01
340_39;lick;FREE;UP;Ornette Coleman;SWING;6;368;1;373;1;12;6;2,2,2,2,2,2;11,11,011,11,11,1001
340_40;line;FREE;UP;Ornette Coleman;SWING;13;377;1;389;1;21;13;1,1,3,2,1,1,2,2,2,1,3,1,1;01,01,1011,11,1,1,11,1001,11,1,1011,01,1
340_41;expressive;FREE;UP;Ornette Coleman;SWING;12;394;1;405;1;6;4;1,1,3,1;01,1,111,1
340_42;lick;FREE;UP;Ornette Coleman;SWING;11;408;1;418;1;14;10;2,2,2,1,1,1,1,2,1,1;1001,11,11,01,1,1,1,11,1,01
341_1;lick;POSTBOP;MEDIUM;Pat Martino;LATIN;1;1;1;1;4;7;4;1,1,3,2;000001,1,1110,11
341_2;lick;POSTBOP;MEDIUM;Pat Martino;LATIN;2;2;2;3;1;8;4;1,2,2,3;0001,11,11,1110
341_3;fragment;POSTBOP;MEDIUM;Pat Martino;LATIN;1;3;4;3;4;1;1;1;01
341_4;line;POSTBOP;MEDIUM;Pat Martino;LATIN;2;4;2;5;4;25;7;4,4,4,3,3,4,3;1111,1111,1111,1101,0111,1111,111
341_5;line;POSTBOP;MEDIUM;Pat Martino;LATIN;2;6;1;7;3;23;7;2,3,4,4,4,4,2;0011,1101,1111,1111,1111,1111,110
341_6;line;POSTBOP;MEDIUM;Pat Martino;LATIN;3;8;1;10;3;40;11;2,4,4,4,4,4,4,4,4,4,2;0011,1111,1111,1111,1111,1111,1111,1111,1111,1111,1100
341_7;line;POSTBOP;MEDIUM;Pat Martino;LATIN;2;10;4;11;2;12;3;4,4,4;1111,1111,1111
341_8;line;POSTBOP;MEDIUM;Pat Martino;LATIN;2;12;2;13;3;21;6;2,4,4,4,3,4;0011,1111,1111,1111,1101,1111
341_9;melody;POSTBOP;MEDIUM;Pat Martino;LATIN;5;14;1;18;2;57;18;2,2,2,2,3,4,4,4,3,3,4,4,4,3,4,4,4,1;011,1001,11,1001,1011,1111,1111,1111,1101,1101,1111,1111,1111,1110,1111,1111,1111,1
341_10;line;POSTBOP;MEDIUM;Pat Martino;LATIN;5;18;4;22;4;62;17;2,4,4,3,4,5,4,3,4,4,4,3,4,4,4,3,3;0011,1111,1111,1101,1111,110111,0101011,0111,1111,1111,1111,0111,1111,1111,10010011,0111,1110
341_11;line;POSTBOP;MEDIUM;Pat Martino;LATIN;4;23;2;26;1;45;12;3,4,4,4,4,4,4,4,4,4,4,2;1101,1111,1111,1111,1111,1111,1111,1111,1111,1111,1111,1001
341_12;lick;POSTBOP;MEDIUM;Pat Martino;LATIN;2;26;3;27;4;14;6;1,3,2,2,3,3;00000001,0111,1001,011,0111,1110
341_13;line;POSTBOP;MEDIUM;Pat Martino;LATIN;4;28;1;31;1;46;13;2,3,3,4,4,4,4,4,4,4,4,4,2;000011,0111,0111,1111,1111,1111,1111,1111,1111,1111,1111,1111,1100
341_14;line;POSTBOP;MEDIUM;Pat Martino;LATIN;3;31;3;33;2;28;8;4,4,4,4,4,4,3,3;1111,1111,1111,1111,1111,1111,1101,100011
341_15;line;POSTBOP;MEDIUM;Pat Martino;LATIN;2;33;2;34;4;22;7;3,3,4,4,4,4,1;100011,0111,1111,1111,1111,010111,1
341_16;lick;POSTBOP;MEDIUM;Pat Martino;LATIN;1;35;1;35;1;1;1;1;0001
341_17;lick;POSTBOP;MEDIUM;Pat Martino;LATIN;4;35;3;38;3;43;13;1,2,1,4,4,4,4,4,3,4,4,4,4;01,11,1,1111,1111,1111,1111,1111,1101,1111,1111,1111,1111
341_18;lick;POSTBOP;MEDIUM;Pat Martino;LATIN;4;38;4;41;1;26;10;2,3,3,4,2,2,3,4,2,1;0011,1101,1101,1111,11,1100,1101,1111,011,1
341_19;line;POSTBOP;MEDIUM;Pat Martino;LATIN;6;41;3;46;3;78;21;3,3,5,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,2;001011,0111,110111,011011,0111,1111,1011,1111,1111,1111,100011,1111,1111,1111,1111,1111,1111,1111,1111,1111,1100
341_20;line;POSTBOP;MEDIUM;Pat Martino;LATIN;5;46;4;50;1;53;14;4,4,4,4,5,4,3,4,4,3,4,4,3,3;1111,1111,1111,1111,10101011,1111,0111,1111,1111,1011,1111,1111,1011,1110
341_21;line;POSTBOP;MEDIUM;Pat Martino;LATIN;2;50;2;51;1;13;4;2,4,4,3;0011,1111,1111,10000011
341_22;lick;POSTBOP;MEDIUM;Pat Martino;LATIN;2;51;4;52;1;6;2;2,4;0011,1111
341_23;line;POSTBOP;MEDIUM;Pat Martino;LATIN;3;52;3;54;4;33;10;2,4,4,2,3,4,4,4,4,2;0011,1111,1111,1100,111,1111,1111,1111,1111,110
341_24;line;POSTBOP;MEDIUM;Pat Martino;LATIN;2;55;1;56;4;31;8;4,4,4,3,4,4,4,4;1111,1111,1111,1101,1111,1111,1111,111100
341_25;line;POSTBOP;MEDIUM;Pat Martino;LATIN;2;57;1;58;2;21;6;3,4,4,4,4,2;0111,1111,1111,1111,1111,1100
341_26;line;POSTBOP;MEDIUM;Pat Martino;LATIN;2;58;4;59;4;18;5;2,4,4,4,4;0011,1111,1111,1111,1111
341_27;line;POSTBOP;MEDIUM;Pat Martino;LATIN;3;60;2;62;4;34;11;4,4,4,3,3,2,3,3,2,3,3;1111,1111,1111,1101,1011,0110,1101,1011,0110,1101,1011
341_28;line;POSTBOP;MEDIUM;Pat Martino;LATIN;4;63;2;66;2;47;13;4,4,4,4,4,4,4,1,5,4,3,4,2;1111,1111,1111,1111,1111,1111,1111,1,10101011,011011,0111,1111,1100
341_29;line;POSTBOP;MEDIUM;Pat Martino;LATIN;3;66;3;68;4;36;10;2,4,4,4,4,4,5,3,3,3;1001,1111,1111,1111,1111,1111,110111,0111,1110,0111
342_1;theme;POSTBOP;UP;Pat Metheny;SWING;4;-1;1;2;3;21;14;2,2,2,2,2,2,2,1,1,1,1,1,1,1;11,11,11,11,11,11,11,1,1,1,1,01,01,1
342_2;theme;POSTBOP;UP;Pat Metheny;SWING;4;2;4;5;1;12;10;1,1,2,1,1,1,2,1,1,1;0001,01,11,1,1,1,11,01,01,1
342_3;theme;POSTBOP;UP;Pat Metheny;SWING;4;5;2;8;2;13;11;1,1,2,1,1,1,1,2,1,1,1;01,1,1001,0001,1,01,01,11,1,1,1
342_4;theme;POSTBOP;UP;Pat Metheny;SWING;4;9;1;12;4;15;15;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;01,1,1,01,01,1,1,1,01,01,01,1,1,1,1
342_5;line;POSTBOP;UP;Pat Metheny;SWING;8;13;4;20;1;34;24;1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1;01,01,11,11,11,11,11,11,1,11,11,1,1,01,1,01,1,1,1001,0001,01,01,11,1
342_6;melody;POSTBOP;UP;Pat Metheny;SWING;3;20;2;22;1;8;6;1,1,2,1,2,1;0001,1,11,01,1001,1
342_7;melody;POSTBOP;UP;Pat Metheny;SWING;2;22;2;23;3;6;5;1,1,2,1,1;01,01,11,01,01
342_8;lick;POSTBOP;UP;Pat Metheny;SWING;7;24;3;30;1;31;19;2,2,2,2,2,2,1,2,1,1,2,1,2,1,2,2,1,1,2;11,11,11,11,1001,0011,0001,11,01,01,11,1,1001,1,1001,1001,1,1,1001
342_9;lick;POSTBOP;UP;Pat Metheny;SWING;3;30;2;32;4;12;10;1,1,1,1,1,1,2,1,1,2;01,01,1,01,01,1,1001,1,1,11
342_10;lick;POSTBOP;UP;Pat Metheny;SWING;3;33;2;35;3;10;8;1,1,1,2,2,1,1,1;01,01,01,1001,11,1,01,01
342_11;theme;POSTBOP;UP;Pat Metheny;SWING;8;36;3;43;3;47;29;2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,3,1,2,2,2,2,2,2,2,2,1,1;11,11,11,11,11,11,11,1,1,01,11,1,01,1,1,01,01,111,01,11,11,11,11,11,11,11,11,1,1
342_12;line;POSTBOP;UP;Pat Metheny;SWING;4;44;2;47;4;29;15;3,1,2,2,2,2,2,3,2,2,1,2,2,2,1;1011,01,11,11,11,11,11,111,011,11,01,11,11,11,1
342_13;lick;POSTBOP;UP;Pat Metheny;SWING;8;49;2;56;1;50;28;2,2,2,1,2,2,3,2,2,2,1,2,1,2,2,2,2,3,1,2,2,2,2,2,1,1,1,1;011,11,11,01,11,11,111,011,011,011,1,11,1,11,11,11,11,111,01,11,11,11,11,11,01,01,01,01
342_14;melody;POSTBOP;UP;Pat Metheny;SWING;4;56;4;59;3;16;12;1,1,1,1,2,1,1,1,2,2,1,2;1,1,1,1,11,01,01,01,11,11,01,11
342_15;line;POSTBOP;UP;Pat Metheny;SWING;5;60;3;64;4;31;18;3,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,2,1;1101,11,11,11,01,11,110,11,11,1,01,11,11,01,11,1,11,1
342_16;lick;POSTBOP;UP;Pat Metheny;SWING;12;65;1;76;2;45;40;1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,1;01,1,1,01,01,1,1,1,1,1,1,1,1,1001,0001,1,1,1,1,1,1,1,01,01,01,1,1001,1,1,1,1001,01,0001,1001,01,11,0001,0001,01,01
342_17;lick;POSTBOP;UP;Pat Metheny;SWING;5;77;1;81;4;21;15;2,2,2,1,1,1,1,1,1,1,2,1,2,2,1;11,11,1001,01,01,1,1,0001,01,1,11,01,11,1001,1
342_18;melody;POSTBOP;UP;Pat Metheny;SWING;2;82;2;83;4;9;6;1,1,2,1,2,2;0001,01,11,1,1001,11
342_19;lick;POSTBOP;UP;Pat Metheny;SWING;12;84;3;95;3;59;38;2,2,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,3,1,2,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,2,1,2;11,11,1,1,011,0001,11,01,11,01,11,11,11,1,11,11,1001,111,01,11,01,11,110,1,1,11,01,01,11,11,1,1,1,1,1,11,1,11
342_20;lick;POSTBOP;UP;Pat Metheny;SWING;6;96;1;101;4;41;24;1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,3,1,2,1,1,1,2;01,11,11,11,11,11,11,1,11,11,11,1,11,11,11,11,01,1011,01,11,1,01,1,11
342_21;lick;POSTBOP;UP;Pat Metheny;SWING;2;102;3;103;2;8;4;2,2,2,2;11,11,11,11
342_22;line;POSTBOP;UP;Pat Metheny;SWING;13;103;4;115;3;89;48;3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2;111,01,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,11,1,11,1,11,11,1,1,11,11,1,11,11,11,01,11,11,11,11,11,11,110,11,11,11,11,11
342_23;lick;POSTBOP;UP;Pat Metheny;SWING;3;116;3;118;2;10;7;2,2,1,1,1,2,1;11,11,1,1,01,11,1
342_24;lick;POSTBOP;UP;Pat Metheny;SWING;2;119;1;120;4;11;8;2,2,2,1,1,1,1,1;11,11,11,01,01,01,1,1
342_25;lick;POSTBOP;UP;Pat Metheny;SWING;9;121;3;129;4;45;30;1,3,2,2,1,3,2,1,3,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1;01,111,11,011,1,1101,011,1,111,01,11,11,1001,0001,01,0001,01,0001,1,1,1,1001,0001,0001,1,1,1001,0001,11,01
342_26;melody;POSTBOP;UP;Pat Metheny;SWING;2;130;2;131;4;8;7;1,1,1,2,1,1,1;0001,01,1,11,0001,01,1
342_27;line;POSTBOP;UP;Pat Metheny;SWING;9;132;2;140;4;48;35;1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1;0001,01,1,1,11,11,01,011,11,1,01,01,11,11,11,11,11,11,11,011,1,1,01,011,1,1,01,01,1,01,1,1,1,01,1
342_28;lick;POSTBOP;UP;Pat Metheny;SWING;5;141;2;145;1;29;16;1,1,2,2,1,2,2,2,1,2,2,3,1,3,2,2;0001,01,11,11,1,11,1001,11,01,11,11,1011,01,1011,11,11
342_29;lick;POSTBOP;UP;Pat Metheny;SWING;3;146;1;148;3;14;9;1,1,1,1,2,3,1,2,2;1,1,1,01,11,1011,01,11,11
342_30;lick;POSTBOP;UP;Pat Metheny;SWING;13;149;2;161;1;79;47;1,3,1,3,2,1,2,2,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,2,1,2,2,1,1,3,1,2,1,2,3,1,2,3,2,1,1,1;01,111,01,111,11,01,11,011,01,1001,1,01,11,11,11,11,11,11,1,1,11,11,11,01,11,01,11,1,11,1,11,11,1,1,1011,01,1001,01,11,1101,01,11,1011,11,1,1,1
342_31;lick;POSTBOP;UP;Pat Metheny;SWING;3;161;4;163;1;6;6;1,1,1,1,1,1;0001,1,1,1,1,1
342_32;lick;POSTBOP;UP;Pat Metheny;SWING;2;163;4;164;4;6;4;1,2,1,2;01,011,0001,11
342_33;lick;POSTBOP;UP;Pat Metheny;SWING;2;165;2;166;4;7;6;1,1,2,1,1,1;0001,01,11,01,01,1
342_34;melody;POSTBOP;UP;Pat Metheny;SWING;6;167;3;172;4;27;19;2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2;11,11,1,1,11,11,11,11,11,1,01,0001,01,01,01,0001,01,01,1001
342_35;lick;POSTBOP;UP;Pat Metheny;SWING;4;173;4;176;1;17;10;1,2,2,1,2,2,2,2,2,1;01,11,11,01,11,11,11,11,11,1
342_36;lick;POSTBOP;UP;Pat Metheny;SWING;4;176;2;179;3;23;14;1,1,2,2,3,1,2,2,1,1,2,2,2,1;01,01,11,11,111,01,11,11,1,01,11,11,11,1
342_37;lick;POSTBOP;UP;Pat Metheny;SWING;5;179;4;183;2;24;15;1,1,3,1,3,2,1,1,2,1,1,1,2,2,2;0001,01,111,01,111,011,1,01,11,1,0001,01,11,11,11
342_38;lick;POSTBOP;UP;Pat Metheny;SWING;4;184;3;187;2;25;12;2,2,2,3,2,2,2,2,2,3,1,2;11,11,11,111,11,11,11,11,11,111,01,110
342_39;lick;POSTBOP;UP;Pat Metheny;SWING;5;187;4;191;4;20;15;1,1,2,2,3,1,1,1,2,1,1,1,1,1,1;01,01,11,11,1101,01,01,01,1001,0001,1,1,1,1,1
342_40;lick;POSTBOP;UP;Pat Metheny;SWING;4;192;2;195;2;20;13;1,1,2,2,1,1,1,2,1,2,2,2,2;0001,01,11,11,1,1,01,11,01,11,11,11,11
342_41;melody;POSTBOP;UP;Pat Metheny;SWING;3;196;1;198;3;9;8;1,1,1,1,2,1,1,1;1,1,1,1,0011,0001,01,01
342_42;melody;POSTBOP;UP;Pat Metheny;SWING;2;199;2;200;3;7;6;1,2,1,1,1,1;01,11,01,01,01,01
342_43;melody;POSTBOP;UP;Pat Metheny;SWING;2;201;2;202;4;5;5;1,1,1,1,1;0001,0001,1,01,1
342_44;lick;POSTBOP;UP;Pat Metheny;SWING;2;203;2;204;3;7;6;1,1,1,1,1,2;01,1,1,01,1,110
342_45;lick;POSTBOP;UP;Pat Metheny;SWING;2;205;3;206;4;8;5;2,2,2,1,1;11,11,1001,01,01
342_46;lick;POSTBOP;UP;Pat Metheny;SWING;3;207;2;209;3;8;7;1,1,1,1,1,2,1;0001,1,0001,01,01,1001,01
342_47;theme;POSTBOP;UP;Pat Metheny;SWING;3;210;2;212;3;10;8;1,1,1,2,1,2,1,1;0001,0001,1,11,01,1100,1,1
342_48;theme;POSTBOP;UP;Pat Metheny;SWING;2;212;4;213;4;4;4;1,1,1,1;0001,1,01,01
342_49;theme;POSTBOP;UP;Pat Metheny;SWING;2;214;3;215;3;4;4;1,1,1,1;01,1,01,1
342_50;theme;POSTBOP;UP;Pat Metheny;SWING;3;215;4;217;1;5;5;1,1,1,1,1;01,01,01,0001,1
343_1;lick;POSTBOP;UP;Pat Metheny;SWING;3;6;2;8;4;12;9;1,1,1,2,2,2,1,1,1;0001,01,1,11,11,11,01,01,01
343_2;lick;POSTBOP;UP;Pat Metheny;SWING;2;10;2;11;4;10;7;1,2,1,1,2,1,2;0001,11,1,1,11,1,11
343_3;line;POSTBOP;UP;Pat Metheny;SWING;6;13;4;18;4;32;21;1,1,3,1,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,1,2;0001,01,111,01,11,11,11,1,11,11,11,11,1,1,1,11,01,1,1,1,110
343_4;lick;POSTBOP;UP;Pat Metheny;SWING;9;19;2;27;1;38;32;1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1;01,01,1,01,11,11,1,1,01,01,1,1,01,1,01,01,1,11,1001,01,11,11,1,1,1,1,1,1,01,01,01,01
343_5;lick;POSTBOP;UP;Pat Metheny;SWING;3;28;1;30;1;9;9;1,1,1,1,1,1,1,1,1;1,1,1,01,01,01,01,01,1
343_6;lick;POSTBOP;UP;Pat Metheny;SWING;3;31;1;33;4;18;11;1,1,1,1,2,3,1,2,2,2,2;1,1,1,01,11,111,01,11,11,11,1001
343_7;line;POSTBOP;UP;Pat Metheny;SWING;11;34;3;44;4;55;38;1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1;01,11,11,01,11,11,01,11,01,11,1001,11,11,1,11,1,01,11,0001,01,01,1,0110,1,11,1,110,1,1100,1001,01,1,01,01,1001,1,1,1
343_8;line;POSTBOP;UP;Pat Metheny;SWING;3;45;4;47;4;13;9;1,1,2,2,2,2,1,1,1;0001,01,11,11,11,11,1,1,1
343_9;line;POSTBOP;UP;Pat Metheny;SWING;8;48;4;55;3;45;28;1,1,2,2,1,2,1,2,2,1,1,2,1,1,2,2,2,3,1,1,2,1,1,2,2,2,2,2;01,01,11,11,1,11,1,11,11,01,01,11,1,1,11,011,011,111,1,1,11,01,01,11,11,11,11,110
343_10;lick;POSTBOP;UP;Pat Metheny;SWING;4;57;1;60;1;16;13;1,1,1,1,1,1,1,1,2,2,2,1,1;01,01,01,01,01,01,1,01,11,11,11,1,1
343_11;line;POSTBOP;UP;Pat Metheny;SWING;8;61;1;68;3;44;29;1,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1;01,11,11,11,11,01,11,011,01,011,11,1,11,1,01,01,1,1,1,1,1,01,11,11,11,11,11,11,01
343_12;line;POSTBOP;UP;Pat Metheny;SWING;4;69;2;72;2;20;13;2,1,2,1,2,2,2,2,2,1,1,1,1;11,1,1001,01,11,11,11,11,11,1,1,1,1
343_13;line;POSTBOP;UP;Pat Metheny;SWING;6;72;4;77;1;34;18;1,1,3,1,2,2,2,3,1,2,2,2,2,2,2,2,2,2;01,01,1011,01,11,11,11,1101,01,110,11,11,11,11,11,1100,1001,11
343_14;line;POSTBOP;UP;Pat Metheny;SWING;7;77;3;83;4;47;26;2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2;11,11,110,11,11,1,1,11,11,11,11,01,11,11,11,11,11,11,11,11,01,11,11,11,1,11
343_15;lick;POSTBOP;UP;Pat Metheny;SWING;6;84;4;89;2;21;19;1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1;01,01,1,01,01,1,1,1,1,1,1,1001,01,01,01,01,11,1,1
343_16;lick;POSTBOP;UP;Pat Metheny;SWING;3;89;4;91;4;14;9;1,1,3,1,2,3,1,1,1;0001,01,1011,01,11,1011,01,01,01
343_17;lick;POSTBOP;UP;Pat Metheny;SWING;3;93;3;95;1;10;6;3,2,1,1,1,2;111,11,1,1,01,11
343_18;lick;POSTBOP;UP;Pat Metheny;SWING;2;95;3;96;4;12;6;2,3,2,2,2,1;11,111,11,11,11,01
344_1;lick;POSTBOP;MEDIUM;Pat Metheny;SWING;4;1;2;4;4;31;15;1,2,2,1,3,1,2,4,2,2,2,2,3,2,2;1,11,110,1,010011,01,11,011101,11,011,11,011,0111,11,1001
344_2;lick;POSTBOP;MEDIUM;Pat Metheny;SWING;3;5;3;7;2;23;8;3,3,4,4,1,3,3,2;010011,0111,1111,01111,01,1101,0111,11
344_3;line;POSTBOP;MEDIUM;Pat Metheny;SWING;6;7;4;12;1;56;18;4,5,3,4,4,2,2,2,3,2,4,4,4,3,3,3,2,2;011110,10110101,0111,1111,101011,11,11,11,1101,11,1111,1111,1111,1101,111,111,011,1100
344_4;line;POSTBOP;MEDIUM;Pat Metheny;SWING;8;12;3;19;1;75;27;3,4,3,3,4,4,4,4,3,2,2,2,2,3,2,3,3,2,3,2,2,3,1,3,3,3,2;0111,011011,111,1011,1111,1111,1111,1111,111,11,11,11,11,0111,11,0111,1101,11,0111,11,11,010011,1,1101,1011,1011,11
344_5;line;POSTBOP;MEDIUM;Pat Metheny;SWING;8;19;3;26;3;93;29;2,4,3,4,4,4,3,3,2,4,2,4,4,4,4,3,3,3,3,3,4,4,4,3,3,3,1,4,1;0011,1111,0111,1111,101011,101011,111,111,1001,1111,1001,1111,1111,1111,011011,111,1101,0111,1011,0111,1111,1111,010111,101001,0111,1101,01,10111,01
344_6;lick;POSTBOP;MEDIUM;Pat Metheny;SWING;3;26;4;28;2;17;7;2,3,3,4,2,2,1;011,0111,0111,100111,0110,1100,1
344_7;line;POSTBOP;MEDIUM;Pat Metheny;SWING;5;28;3;32;2;48;16;3,3,3,3,3,2,4,4,3,3,4,3,3,2,2,3;0111,111,111,0111,0101001,0110,1111,011101,0111,0111,011110,111,111,11,0110,010011
344_8;lick;POSTBOP;MEDIUM;Pat Metheny;SWING;2;32;4;33;2;6;3;2,2,2;11,1100,1100
344_9;lick;POSTBOP;MEDIUM;Pat Metheny;SWING;2;33;4;34;2;7;3;2,2,3;11,011,1011
344_10;lick;POSTBOP;MEDIUM;Pat Metheny;SWING;2;34;3;35;2;7;4;1,2,3,1;01,11,111,1
344_11;line;POSTBOP;MEDIUM;Pat Metheny;SWING;4;35;4;38;3;38;12;3,2,4,3,5,4,2,2,4,4,3,2;111,11,101011,111,111011,011101,11,011,1111,1111,111,11
344_12;melody;POSTBOP;MEDIUM;Pat Metheny;SWING;3;38;4;40;4;14;8;1,1,2,2,2,3,2,1;01,1,11,110,100001,1011,1100,0001
345_1;lick;POSTBOP;UP;Pat Metheny;SWING;4;-1;3;2;4;19;12;2,2,2,2,1,1,2,1,1,2,2,1;11,11,11,11,1,1,11,1,01,11,11,1
345_2;lick;POSTBOP;UP;Pat Metheny;SWING;2;3;3;4;4;7;6;2,1,1,1,1,1;11,1,1,1,1,1
345_3;lick;POSTBOP;UP;Pat Metheny;SWING;2;5;2;6;4;7;7;1,1,1,1,1,1,1;01,01,1,1,1,1,1
345_4;lick;POSTBOP;UP;Pat Metheny;SWING;2;7;2;8;1;6;4;2,2,1,1;011,011,01,1
345_5;lick;POSTBOP;UP;Pat Metheny;SWING;1;8;3;8;4;3;2;1,2;1,11
345_6;lick;POSTBOP;UP;Pat Metheny;SWING;10;9;2;18;4;44;34;1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1;01,01,1,1,1,1,11,11,11,11,1,1,01,01,01,0011,0001,11,01,01,1,1001,1,1001,01,01,01,11,1,1,1,1,11,1
345_7;line;POSTBOP;UP;Pat Metheny;SWING;6;19;2;24;3;32;21;1,1,2,2,2,1,2,1,2,2,2,1,2,1,2,1,1,1,2,1,2;0001,01,11,11,11,1,11,01,11,11,11,01,11,01,11,01,01,01,11,0001,010001
345_8;lick;POSTBOP;UP;Pat Metheny;SWING;1;25;2;25;3;3;2;2,1;11,1
345_9;lick;POSTBOP;UP;Pat Metheny;SWING;1;26;1;26;3;5;3;2,1,2;11,1,11
345_10;lick;POSTBOP;UP;Pat Metheny;SWING;2;27;1;28;3;11;7;1,2,2,2,1,1,2;1,11,011,11,1,1,11
345_11;line;POSTBOP;UP;Pat Metheny;SWING;4;29;1;32;4;31;16;2,2,2,2,2,2,1,2,2,1,3,1,2,2,3,2;11,011,11,11,11,11,01,11,011,01,111,01,1100,110,1101,11
345_12;lick;POSTBOP;UP;Pat Metheny;SWING;4;33;1;36;1;18;13;1,1,1,1,2,2,2,1,2,2,1,1,1;01,01,01,01,11,11,11,1,110,11,01,01,1
345_13;line;POSTBOP;UP;Pat Metheny;SWING;6;36;2;41;1;30;20;1,1,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,2,1,1;0001,01,11,11,11,11,11,11,11,1,11,1,1,11,1,1,1,110,1,1
345_14;line;POSTBOP;UP;Pat Metheny;SWING;8;41;2;48;4;52;31;1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1;01,11,11,11,11,11,11,11,11,11,11,01,11,11,11,11,1001,01,11,01,11,01,11,01,1001,01,011,01,01,1100,1
345_15;rhythm;POSTBOP;UP;Pat Metheny;SWING;10;49;2;58;1;44;34;1,1,2,1,1,3,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1;1,1,11,0001,01,0111,1,11,0001,01,01,01,11,01,11,01,01,11,01,1001,01,1,01,01,01,0110,01,01,01,01,1,1001,01,1
